ls_id,maggies_0,maggies_1,maggies_2,maggies_3,maggies_4,maggies_unc_0,maggies_unc_1,maggies_unc_2,maggies_unc_3,maggies_unc_4,maggies_fit_0,maggies_fit_1,maggies_fit_2,maggies_fit_3,maggies_fit_4,dust2_mean,tau_mean,massmet_1_mean,massmet_2_mean,logtmax_mean,dust2_std,tau_std,massmet_1_std,massmet_2_std,logtmax_std,chisq_maggies
9906628740515278,3.287789468587591e-08,1.3656895931389145e-07,2.9799432948979126e-07,4.2222699850803396e-07,2.9950963646388306e-07,1.3707490384243482e-10,2.303920881734186e-10,5.151246823565089e-10,1.5019341989867084e-09,2.5766390255928337e-09,5.4480101273457365e-08,1.202796711390635e-07,2.375143278424301e-07,4.926467012940895e-07,3.6723710708062085e-07,1.4959023088013343,0.10011122632275671,10.99997742357234,-0.4999652613005367,-1.8184420089620237,0.0015018920980465907,9.146104461219408e-05,1.9683203788097462e-05,2.8497623434239212e-05,0.0009948252078217585,5.5471109476231204e-08
9907735194765782,8.646413478334253e-09,3.367661252052078e-08,7.011756083940062e-08,7.914698943979323e-08,5.289443713027448e-08,9.583690248423575e-11,1.9485745998913679e-10,2.559866267253435e-10,6.843685084786225e-10,1.1818473137694697e-09,1.0253548389110512e-08,3.3230254613922865e-08,6.763881462470209e-08,8.326985306224787e-08,5.562952943492545e-08,0.529321624433629,0.10409483350244819,10.999552696821697,-0.4977880658138736,-0.6889397394088005,0.006397848847599242,0.0034058647696043184,0.0003828865171545718,0.0017656208280750908,0.0031489642018638136,7.484585682314281e-10
9906632228410213,4.582144703183531e-08,1.3431558254006703e-07,2.6208127929303196e-07,2.5141825049094656e-07,1.677416072571685e-07,9.267214074948713e-11,1.6973160513480108e-10,3.5030938729293334e-10,9.56337073424393e-10,1.4456025977944131e-09,5.148046341782311e-08,1.2914467919219475e-07,2.4679164400838847e-07,2.689687117145735e-07,1.7925818347590764e-07,0.5786064047391632,0.10001583447087124,10.999980972303955,-0.24999093078071008,-0.9095771436635032,0.0014244402474050033,1.3755622921657325e-05,1.5737281041664786e-05,8.949025656103586e-05,0.0004539789332962158,3.805767730953754e-09
9906630547932707,1.9447474020681846e-07,4.6703260384479857e-07,9.701685679306548e-07,1.1505979608215883e-06,7.859700550207752e-07,1.5688490390813463e-10,2.8540833557632514e-10,5.074690836876226e-10,1.6906114015243783e-09,2.382996135823865e-09,2.013795333892642e-07,4.524377031168427e-07,9.738018296305898e-07,1.187402438971141e-06,7.502962028155055e-07,0.8775506086593253,0.10002622494588632,10.785396961191205,0.09996306147130388,-0.9117579053131604,0.0018775851764713909,2.730171198243398e-05,0.00028980581280366803,3.9902150258292555e-05,0.0007124949332843654,3.5113051146422686e-09
9906622117187831,2.5812234384188438e-09,1.1117900935510403e-08,2.3781650919353148e-08,2.6579768862432826e-08,1.5416322964437227e-08,4.9669541385702385e-11,9.222912471222462e-11,2.0956295462882201e-10,6.578464861384422e-10,1.3615725561449902e-09,2.815944973086285e-09,1.0985925526492157e-08,2.31914592505323e-08,2.8051164108313802e-08,1.880804278328675e-08,0.11454671566386389,0.27359272396945133,10.997149782635443,-0.4436523083778799,-0.2016424653862279,0.028616546037115335,0.10793251878998038,0.0021202805148386418,0.04118816099558128,0.018274285632416745,8.652174520301891e-10
9906627026027869,1.7412935847430207e-08,7.16417193402896e-08,1.5013280541560224e-07,1.8967985107987365e-07,1.271592623761285e-07,9.292590587163978e-11,1.8889154904502684e-10,3.458020295484714e-10,1.0943918725209481e-09,1.9442374444449573e-09,2.6273127358449144e-08,6.44207777269303e-08,1.2358017312385617e-07,2.1854130313750922e-07,1.5485438513710346e-07,1.453256846188794,0.10024306463667387,10.99996643121529,-0.49967158876408135,-1.4338993608708912,0.00283079752125276,0.00020992474544930637,2.9350648357437226e-05,0.0002818472589626539,0.001140410907918415,2.0355739645643112e-08
9906621041673221,4.0249380472762096e-08,1.2771714449422337e-07,2.5174520077901373e-07,2.6849759501923814e-07,2.010023801007026e-07,1.0249364534695608e-10,1.4581414287692897e-10,3.0736035980158296e-10,1.2642489810586564e-09,2.3135987474880745e-09,5.502153827752066e-08,1.1812967689067735e-07,2.2743262934696246e-07,3.4926555767362755e-07,2.3841828462760285e-07,1.4619766887270391,0.10010049752649205,10.999983163311589,-0.49989550898048224,-1.4540495394296975,0.0017428476353864536,8.585986419891938e-05,1.5143576005168125e-05,9.072425044411284e-05,0.0006941067016580685,3.9750354937455695e-08
9906620320252595,5.19343619048181e-10,1.7310116868278007e-09,6.3970066177705616e-09,1.5214805328953734e-08,7.392198154140871e-09,4.515071801585954e-11,7.438799981850207e-11,1.7463701410371896e-10,5.750043548559745e-10,1.2320633809387248e-09,5.338054682198529e-10,1.6857527972524333e-09,6.422072573089549e-09,1.471272300813691e-08,9.249137348727257e-09,0.08841295797858915,0.26371046547657323,10.871695901118985,-0.10014496644368025,-0.543742782035788,0.0690500989134649,0.05282989424754695,0.04397610260916981,0.12249830605708115,0.08244344430435326,4.847206770584328e-10
9906631211616813,6.674568584342639e-09,3.479640684181134e-08,1.056662755526702e-07,2.4094105076158467e-07,1.3599257588922608e-07,1.0156126919827947e-10,1.6145815561351586e-10,4.5325080846128147e-10,1.0372729243956612e-09,1.6247987228235046e-09,1.4106034313942933e-08,3.2632770355365015e-08,7.017458627824006e-08,2.3785383229250282e-07,1.8666947683951097e-07,1.5438536078176495,0.10495699790004133,10.999862055441362,-0.49990044377601506,-1.8799078161215645,0.002755054669374329,0.004433526742350776,0.00012080245065244262,8.625062355467188e-05,0.0039792216682760385,3.9253877792616374e-08
9906605096637100,8.755738854924748e-11,8.330441136975384e-11,6.744770860332749e-11,2.690218779333079e-10,,1.5493425355987422e-11,1.6822045839435498e-11,6.838967326058165e-11,7.313938271065774e-10,,7.308393696343068e-11,8.600887070331513e-11,1.7855994360718663e-10,2.5917919443334764e-10,1.9024066731094514e-10,0.06251990023388901,3.8784009276051896,9.140000387458949,-0.23361789900706975,-0.38849884951957286,0.04595771072385769,2.460370747367505,0.10074977945542266,0.15170149829554416,0.15528433327407587,
9906616266654464,1.173001047650167e-09,6.441734186413002e-09,1.7908730458163895e-08,4.014634385239594e-08,2.52984783461411e-08,3.6926674030903495e-11,6.31388998166272e-11,1.1215511072635814e-10,6.665688745403917e-10,1.3312377608799853e-09,1.2656365863108095e-09,6.407754350259375e-09,1.786926482319326e-08,3.973716149956676e-08,2.9405398993004255e-08,0.6956072438057144,0.10589127340670686,10.978367398422925,-0.242523777378298,-0.77675635890406,0.020141760736109234,0.004757705405720823,0.009384229843721451,0.022291471112841525,0.012183423766389385,6.784643510525469e-10
9906624660637189,2.1668258099226285e-08,8.590451693160346e-08,1.7395543410535164e-07,2.1778963146108686e-07,1.5960305498965653e-07,8.385783668863352e-11,1.7636006922868768e-10,3.2466392384411146e-10,9.94202413956311e-10,1.7003093331317894e-09,3.171839359677039e-08,7.483068841039543e-08,1.4528130777225682e-07,2.532787314521489e-07,1.7773426356386504e-07,1.4915355809664408,0.1001675987192941,10.999978695726234,-0.49978917420872276,-1.445777467281952,0.0021048245307985817,0.00014463408414741713,1.821711601157351e-05,0.0001786650582758092,0.0008757788584643998,1.8658212187503093e-08
9907740335736434,5.834375811030495e-08,1.9816547836920296e-07,3.981893131637084e-07,4.396525536196707e-07,3.0956795625338867e-07,1.7212592228928348e-10,3.331838800585592e-10,3.699781156076845e-10,1.1905891824718529e-09,1.7309597868045513e-09,8.915916092520118e-08,1.7977316417081281e-07,3.515098602661581e-07,5.355275039882754e-07,3.620268810368101e-07,1.4798464518876886,0.10003832382738342,10.999987719246162,-0.49997141119412164,-1.5415291374830464,0.0008995972843804847,3.397997996605419e-05,1.1260431686791591e-05,2.6590884767704808e-05,0.00033530388607034303,5.32520481561235e-08
9907734445886704,4.34316171144292e-08,1.408825487542761e-07,2.6825535484485245e-07,2.8656292404290504e-07,1.9705161562770442e-07,1.2692181533854572e-10,2.5282823155295386e-10,2.6332064498351114e-10,1.0843998005412971e-09,1.8171661450373612e-09,6.035300438281777e-08,1.2809230124570037e-07,2.4647952050012486e-07,3.596383743876983e-07,2.418381487316561e-07,1.4777977196147887,0.101161223446032,10.999551615747043,-0.49905179885129536,-1.4077791591328157,0.0010726775505762896,0.0005772650939124729,0.0002582441345487712,0.0006342327450582875,0.0013699745544115728,3.833554755103246e-08
9907738732070512,2.6771925019585353e-09,7.983585854473156e-09,2.5627532916082728e-08,7.098653861603898e-08,3.853455960637443e-08,8.531241926702659e-11,1.3880758562828147e-10,2.378857284054254e-10,5.741683712124436e-10,9.378684752370225e-10,3.784455476569317e-09,8.83264574739626e-09,2.206932904693752e-08,6.848189043155483e-08,4.8066404662784956e-08,1.225611594900744,0.10174262801670424,10.999545714751783,-0.18635623562039014,-1.3352396670290911,0.0059009657273312605,0.0014791351380525983,0.0003829715489842318,0.03491060584849037,0.003486531529162025,3.4884379814544206e-09
9906620107266746,1.654634212905154e-07,4.903714758420587e-07,9.772957271753856e-07,1.120600469271051e-06,7.829802364906694e-07,1.843832835299158e-10,2.4605379389898873e-10,5.1883881523954e-10,2.194050489641764e-09,3.459978297414052e-09,2.3517089801942152e-07,4.3886995142728815e-07,8.862927366972573e-07,1.4801283930112899e-06,1.0446098995182069e-06,1.5385673161682383,0.1000110127298002,10.999997809966548,-0.4999920667321491,-1.9374895931990341,0.00046593100679390246,1.2067574528609766e-05,2.3322051476051072e-06,8.557536165462137e-06,0.00032401449426991093,2.460213734271256e-07
9906621748543959,2.1671211966626027e-09,6.928959135039466e-09,2.611608058416629e-08,7.886320085613091e-08,5.395931154905724e-08,4.18579623369148e-11,7.492049228926732e-11,1.5652860257004814e-10,7.30319163540264e-10,1.375689226500887e-09,3.2308380330408455e-09,7.96467925886966e-09,2.0082483747159156e-08,7.887911455847332e-08,5.619046819246422e-08,1.3960587081407037,0.10075659717123876,10.9998628070885,-0.02002715482080939,-1.3941115022150163,0.005243192098262838,0.0006456167830226836,0.0001154347945185491,0.014822182216977073,0.002419315623430393,2.1631351999156257e-09
